Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
-1.657050133,1.368000031,9.571050644
-1.465050101,1.636050105,9.558000565
-0.9670500755,2.173050165,9.562950134
-0.7759500146,2.364000082,9.72495079
-0.8910000324,2.058000088,10.48695087
-1.2739501,1.750950098,10.96695042
-1.81005013,1.828050137,9.964050293
-1.426950097,1.597950101,9.61095047
-1.426950097,1.713000059,9.594000816
-1.159050107,2.134050131,9.588000298
-0.5839500427,2.058000088,9.568950653
-0.3930000067,1.407000065,9.571050644
-0.3930000067,1.138050079,10.00800037
-0.3160500228,1.828050137,10.38300037
-0.2400000095,1.905000091,10.21695042
0.6019500494,2.173050165,9.907050133
1.215000033,2.020050049,10.76805019
0.4110000134,1.597950101,11.41200066
0.06599999964,1.597950101,10.39905071
0.7939500213,2.020050049,10.23795033
0.1429500133,2.518050194,10.15305042
-0.1630500108,2.938950062,9.782999992
0.1810500026,3.0160501,9.793950081
0.2190000117,2.671050072,10.18200016
0.3340500295,2.326050043,10.29405022
0.1810500026,1.905000091,10.14900017
0.3340500295,2.020050049,9.601050377
0.5260500312,2.479050159,9.600000381
0.5260500312,2.709000111,9.619950294
0.4110000134,2.824050188,9.514950752
0.2959500253,2.824050188,9.520050049
0.2190000117,2.785950184,9.473999977
-0.2779500186,2.977050066,9.484950066
0.5260500312,3.973050117,9.358050346
0.3720000088,2.287950039,9.43005085
-1.006049991,1.522050023,10.59495068
-0.9670500755,1.750950098,13.57695103
-0.5839500427,2.403000116,12.12795067
0.06599999964,2.479050159,11.08200073
-0.6610500216,1.330050111,12.85605049
-1.924950123,1.215000033,13.20105076
-2.116950035,1.099950075,12.39600086
-2.308050156,1.177050114,12.28095055
-1.350000024,1.905000091,13.12395096
-2.538000107,1.750950098,14.38800049
-1.426950097,2.479050159,12.85605049
-1.04400003,3.28395009,11.24700069
-0.9670500755,3.322050095,11.36205101
-1.542000055,3.28395009,12.20505047
-2.077950001,2.74695015,13.66005039
-2.116950035,2.326050043,12.81705093
-2.116950035,2.556000233,11.35905075
-2.002050161,2.671050072,9.328950882
-1.887000084,2.709000111,9.286050797
-1.734000087,2.632050037,9.328950882
-1.465050101,3.436950207,9.313950539
-0.7380000353,3.360000134,9.2310009
-1.006049991,2.364000082,9.687000275
-1.350000024,1.866000056,9.837000847
-0.6990000606,1.560000062,10.87800026
-1.236000061,1.67505002,11.1409502
-0.5460000038,1.750950098,11.71605015
0.2190000117,1.368000031,11.7829504
0.1039500013,0.9090000391,12.70305061
0.4110000134,0.7549500465,11.82105064
0.8320500255,1.024049997,13.46895027
0.06599999964,1.636050105,13.46100044
0.2959500253,2.287950039,12.28995037
0.1039500013,2.593950033,10.55400085
-0.3160500228,2.440950155,11.31705093
-0.5460000038,2.020050049,11.93100071
-0.3540000021,1.828050137,11.87295055
-0.46905002,1.866000056,10.37400055
-0.1249500066,2.058000088,9.618000031
-0.08595000207,2.134050131,9.697050095
0.2190000117,2.173050165,9.613950729
-0.2400000095,1.828050137,9.616950035
