Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
-3.418950081,8.532000542,-1.158000112
-3.95505023,8.187000275,-0.9670500755
-4.300050259,8.569950104,-0.1870500147
-3.95505023,8.455050468,-0.3889500201
-4.300050259,8.302050591,-0.3090000153
-3.726000071,8.723999977,-0.2910000086
-4.300050259,8.532000542,-0.2850000262
-3.418950081,8.494050026,-0.3820500076
-3.726000071,8.494050026,-0.3580500185
-4.223999977,8.416950226,-0.3900000155
-3.879000187,8.455050468,-0.3559500277
-3.802050114,8.455050468,-0.3960000277
-3.879000187,8.532000542,-0.4579500258
-3.802050114,8.416950226,-0.4540500343
-3.228000164,8.608950615,-0.861000061
-3.496050119,8.532000542,-1.780950069
-3.571950197,8.68500042,-2.008050203
-3.649050236,8.608950615,-1.704000115
-3.649050236,8.532000542,-1.350000024
-3.649050236,8.494050026,-1.186050057
-4.032000065,8.302050591,-1.090950012
-4.032000065,8.455050468,-0.4470000267
-4.032000065,8.494050026,-0.4110000134
-3.95505023,8.455050468,-0.3730500042
-3.802050114,8.455050468,0.2890500128
-4.032000065,8.416950226,0.2569500208
-3.95505023,8.416950226,0.3259500265
-4.032000065,8.379000664,0.3499500155
-4.069950104,8.455050468,0.3010500073
-3.916950226,8.455050468,0.3100500107
-3.916950226,8.532000542,0.3420000076
-3.841050148,8.302050591,0.3630000055
-4.069950104,8.379000664,0.286950022
-4.032000065,8.455050468,0.3430500031
-3.95505023,8.532000542,0.3349500299
-3.879000187,8.455050468,-0.3720000088
-3.916950226,8.379000664,-0.4369500279
-4.223999977,8.302050591,-0.3900000155
-4.108950138,8.263950348,-0.4650000334
-3.610950232,8.379000664,-0.7549500465
-3.763950109,8.68500042,-0.9340500236
-3.802050114,8.838000298,-0.4770000279
-3.802050114,8.416950226,-0.4230000079
-3.687000275,8.532000542,-0.6690000296
-3.95505023,8.494050026,-0.892950058
-3.916950226,8.532000542,0.487950027
-3.726000071,8.532000542,-0.6480000019
-3.649050236,8.532000542,-0.9840000272
-3.841050148,8.532000542,-1.054050088
-3.916950226,8.455050468,-0.8220000267
-3.879000187,8.494050026,-0.5100000501
-3.649050236,8.569950104,-0.6529500484
-3.649050236,8.608950615,-0.7980000377
-3.726000071,8.532000542,-0.511950016
-3.649050236,8.532000542,-0.5200500488
-3.763950109,8.532000542,0.2980500162
-3.649050236,8.532000542,0.4579500258
-3.610950232,8.494050026,-0.8730000257
-3.726000071,8.379000664,-0.9150000215
-3.763950109,8.532000542,-1.015950084
-3.610950232,8.532000542,0.9559500217
-3.571950197,8.455050468,1.192050099
-3.418950081,8.416950226,1.356000066
-3.381000042,8.647050858,1.35495007
-3.534000158,8.379000664,1.324050069
-3.534000158,8.455050468,1.64805007
-3.151050091,8.455050468,2.320050001
-3.112950087,8.569950104,3.313950062
-3.496050119,8.532000542,3.424050093
-3.342000246,8.455050468,3.379050255
-3.228000164,8.340000153,3.543000221
-3.151050091,8.455050468,3.547050238
-3.18900013,8.263950348,3.646050215
-3.457050085,8.379000664,3.583050251
-3.879000187,7.996050358,3.667950153
-2.653050184,8.838000298,3.640050173
-3.18900013,8.187000275,3.741000175
-3.342000246,8.187000275,3.901050091
-3.112950087,8.302050591,3.933000088
-2.998050213,8.263950348,4.033950329
-3.073950052,8.187000275,4.050000191
-2.883000135,8.302050591,4.19204998
-3.073950052,8.149050713,4.252950191
-3.18900013,8.11095047,4.357950211
-3.304050207,7.996050358,4.384950161
-5.257950306,7.804050446,4.453050137
-5.833050251,7.038000107,2.901000023
-3.151050091,2.364000082,2.059050083
-0.5839500427,-1.159050107,0.2200500071
9.643050194,21.48000145,0.1050000042
3.973050117,18.26205063,-6.751050472
3.705000162,10.37100029,-1.924950123
1.215000033,3.82005024,-1.54095006
0.1810500026,-0.2779500186,-0.7369500399
-0.9670500755,-3.304050207,-1.197000027
-2.269950151,-7.249950409,-2.193000078
0.4489500225,-26.13600159,-2.346000195
0.1429500133,-5.755950451,33.70095062
-0.6610500216,-4.108950138,0.756000042
-0.9670500755,-5.565000057,10.71600056
0.3340500295,-3.610950232,15.08295059
-0.1249500066,-2.232000113,8.533050537
-0.3160500228,-2.845050097,9.682050705
-0.2779500186,-2.998050213,10.33305073
-0.3540000021,-2.730000019,9.18405056
-0.2400000095,-3.228000164,9.567000389
-0.08595000207,-3.036000252,9.643950462
-0.04800000042,-3.073950052,9.375
-0.1249500066,-3.036000252,9.325050354
-0.2779500186,-3.036000252,9.336000443
-0.201000005,-3.036000252,9.378000259
-0.3160500228,-3.073950052,9.322050095
-0.1630500108,-3.073950052,9.387000084
-0.1630500108,-3.073950052,9.358050346
-0.1249500066,-3.036000252,9.316950798
-0.2779500186,-3.073950052,9.319950104
-0.1630500108,-2.959950209,9.372000694
-0.201000005,-3.036000252,9.391050339
-0.201000005,-3.073950052,9.403050423
-0.1630500108,-3.151050091,9.393000603
-0.201000005,-3.073950052,9.324000359
-0.3160500228,-3.18900013,9.31305027
-0.08595000207,-2.959950209,9.310050011
-0.1249500066,-2.920950174,9.385950089
-0.1630500108,-2.998050213,9.390000343
-0.1249500066,-3.036000252,9.387000084
-0.1630500108,-2.998050213,9.415050507
-0.1249500066,-2.998050213,9.337050438
-0.2400000095,-2.998050213,9.337050438
-0.1630500108,-3.036000252,9.355950356
-0.1249500066,-2.920950174,9.339000702
-0.1630500108,-2.920950174,9.339000702
-0.2400000095,-2.883000135,9.394950867
-0.1630500108,-2.920950174,9.433050156
