Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
-1.924950123,6.732000351,6.922050476
-1.963050127,6.76995039,6.843000412
-1.963050127,6.693000317,6.861000538
-1.81005013,6.732000351,6.940050125
-1.542000055,6.655050278,6.952050209
-1.542000055,6.732000351,6.95895052
-1.657050133,6.732000351,6.954000473
-1.657050133,6.577950478,7.00605011
-1.695000052,6.693000317,7.009050369
-1.771950126,6.76995039,6.931950092
-1.771950126,7.000050545,6.880050182
-1.771950126,6.96105051,6.834000111
-1.81005013,6.96105051,6.739050388
-1.771950126,7.11495018,6.754950523
-2.002050161,7.000050545,6.712050438
-2.077950001,7.000050545,6.66105032
-2.077950001,6.846000195,6.694050312
-1.84800005,7.11495018,6.670950413
-1.81005013,7.191000462,6.531000137
-1.924950123,7.267950535,6.444000244
-2.232000113,7.11495018,6.49905014
-1.579950094,7.153050423,6.468000412
-1.84800005,7.153050423,6.468000412
-1.924950123,7.153050423,6.43200016
-1.695000052,7.075950146,6.511050224
-1.963050127,7.153050423,6.547050476
-1.963050127,7.306050301,6.469950199
-1.734000087,7.191000462,6.480000496
-1.734000087,7.153050423,6.463950157
-1.81005013,7.11495018,6.47205019
-1.963050127,7.153050423,6.469950199
-1.734000087,7.153050423,6.471000195
-1.924950123,7.153050423,6.463050365
-1.84800005,7.000050545,6.520950317
-1.734000087,7.038000107,6.58605051
-2.193000078,7.191000462,6.483000278
-2.116950035,6.96105051,6.622050285
-2.077950001,7.000050545,6.634950161
-2.193000078,6.922950268,6.643950462
-1.924950123,7.038000107,6.676950455
-2.116950035,7.000050545,6.583050251
-1.887000084,7.075950146,6.588000298
-2.116950035,6.96105051,6.604950428
-2.422950029,6.96105051,6.622950077
-2.385000229,6.96105051,6.622050285
-1.771950126,6.96105051,6.715950489
-2.077950001,6.96105051,6.684000492
-2.232000113,6.846000195,6.68805027
-2.116950035,6.846000195,6.705000401
-2.193000078,6.76995039,6.790950298
-1.963050127,6.655050278,6.849000454
-2.155050039,6.655050278,6.900000095
-2.806050062,6.310050488,6.904950142
-1.389000058,6.463050365,6.999000549
-3.496050119,6.348000526,6.865050316
-3.726000071,6.195000172,4.425000191
-0.2400000095,2.593950033,0.1879500151
4.242000103,-2.116950035,1.108050108
2.518050194,-0.9679500461,6.280050278
0.06599999964,-0.8140500188,4.24905014
-1.84800005,-0.7380000353,0.1879500151
-2.308050156,-0.9679500461,0.1120500043
-2.346000195,-1.159050107,0.1120500043
-24.98700142,-23.99100113,-74.2440033
-0.08595000207,-0.2779500186,-11.30295086
0.02805000171,-0.6610500216,-0.6529500484
-0.08595000207,-0.4699500203,0.07395000011
-0.2400000095,-0.4699500203,0.07395000011
32.43704987,-13.53300095,-6.24600029
22.24695015,-16.02300072,-11.34105015
2.556000233,9.259950638,1.146000028
-1.963050127,-1.465950012,1.069950104
-16.7119503,-1.618950129,-11.91600037
-1.426950097,1.368000031,-11.91600037
-1.657050133,-2.767950058,-9.157950401
-1.426950097,-1.504050016,-10.45995045
0.02805000171,-0.3930000067,-8.851050377
0.06599999964,-0.7380000353,-9.273000717
-0.3540000021,-0.5839500427,-9.310950279
-0.4309500158,-0.6610500216,-9.847050667
-0.2779500186,-0.5839500427,-9.847050667
-0.3160500228,-0.6229500175,-9.694050789
-0.3160500228,-0.6990000606,-9.655950546
-0.2779500186,-0.6610500216,-9.579000473
-0.2779500186,-0.7380000353,-9.676050186
-0.3160500228,-0.6610500216,-9.841950417
-0.2779500186,-0.6990000606,-9.802950859
-0.3160500228,-0.6610500216,-9.802050591
-0.2779500186,-0.6610500216,-9.841050148
-0.3540000021,-0.5839500427,-9.843000412
-0.2779500186,-0.5839500427,-9.865050316
-0.3930000067,-0.6610500216,-9.86400032
-0.3540000021,-0.6610500216,-9.86400032
-0.3160500228,-0.6229500175,-9.825000763
-0.3930000067,-0.6610500216,-9.849000931
-0.3160500228,-0.5839500427,-9.873000145
-0.4309500158,-0.5460000038,-9.814950943
-0.3160500228,-0.6610500216,-9.792000771
-0.2779500186,-0.6990000606,-9.86700058
-0.2400000095,-0.6610500216,-9.847050667
-0.3930000067,-0.6610500216,-9.847050667
-0.3160500228,-0.5839500427,-9.787950516
-0.3160500228,-0.6229500175,-9.826950073
-0.3160500228,-0.6990000606,-9.865050316
-0.2779500186,-0.6610500216,-9.86400032
-0.3930000067,-0.5839500427,-9.86400032
-0.3930000067,-0.5839500427,-9.80505085
-0.3160500228,-0.6229500175,-9.80505085
-0.3160500228,-0.6229500175,-9.80505085
-0.2779500186,-0.6990000606,-9.86400032
-0.3930000067,-0.6610500216,-9.802950859
-0.2779500186,-0.6610500216,-9.802950859
-0.2779500186,-0.5839500427,-9.86400032
-0.2400000095,-0.6229500175,-9.847950935
-0.3160500228,-0.6990000606,-9.826050758
-0.3160500228,-0.6610500216,-9.787050247
-0.2779500186,-0.6610500216,-9.825000763
-0.2779500186,-0.5839500427,-9.865050316
-0.3540000021,-0.6990000606,-9.862950325
-0.2779500186,-0.5839500427,-9.86400032
-0.2779500186,-0.6610500216,-9.802950859
-0.3160500228,-0.5460000038,-9.826950073
-0.3930000067,-0.5839500427,-9.828000069
-0.2779500186,-0.6990000606,-9.826950073
-0.2779500186,-0.6610500216,-9.826050758
-0.2779500186,-0.5839500427,-9.814050674
-0.3160500228,-0.6610500216,-9.813000679
-0.3160500228,-0.5460000038,-9.79695034
-0.3160500228,-0.6229500175,-9.877950668
-0.3160500228,-0.6610500216,-9.840000153
-0.2779500186,-0.6610500216,-9.801000595
-0.3930000067,-0.6229500175,-9.822000504
-0.2779500186,-0.6229500175,-9.784050941
-0.3160500228,-0.5839500427,-9.843000412
-0.3540000021,-0.5839500427,-9.844050407
-0.3160500228,-0.5839500427,-9.80505085
-0.3930000067,-0.6229500175,-9.804000854
-0.2400000095,-0.5460000038,-9.805950165
-0.3160500228,-0.5839500427,-9.80505085
-0.3540000021,-0.5839500427,-9.865950584
-0.2779500186,-0.6990000606,-9.865050316
-0.4309500158,-0.5839500427,-9.865050316
