Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
-0.5839500427,9.183000565,-3.037950039
-0.6229500175,9.183000565,-3.073950052
-0.5460000038,9.259950638,-2.974050045
-0.5839500427,9.183000565,-3.067050219
-0.5839500427,9.10695076,-3.052050114
-0.6610500216,9.183000565,-3.088050127
-0.6229500175,9.183000565,-3.102000237
-0.5460000038,9.145050049,-3.103950262
-0.6610500216,9.10695076,-3.064050198
-0.6229500175,9.145050049,-3.054000139
-0.5460000038,9.145050049,-3.190950155
-0.5839500427,9.183000565,-3.133050203
-0.5460000038,9.222000122,-3.321000099
-0.5080500245,9.259950638,-3.34800005
-0.5080500245,9.259950638,-3.231000185
-0.5460000038,9.145050049,-3.196050167
-0.5839500427,9.10695076,-3.271950245
-0.5460000038,9.10695076,-3.483000278
-0.5839500427,9.222000122,-3.400050163
-0.46905002,9.183000565,-3.331950188
-0.5839500427,9.145050049,-3.43200016
-0.5460000038,9.222000122,-3.471000195
-0.46905002,9.030000687,-3.322950125
-0.5460000038,9.10695076,-3.376050234
-0.5460000038,9.183000565,-3.351000071
-0.6610500216,9.183000565,-3.370950222
-0.5080500245,9.259950638,-3.36405015
-0.5839500427,9.10695076,-3.340950251
-0.5080500245,9.183000565,-3.406950235
-0.6229500175,9.259950638,-3.29700017
-0.5460000038,9.10695076,-3.262950182
-0.5080500245,9.10695076,-3.28305006
-0.5839500427,9.259950638,-3.307050228
-0.5460000038,9.183000565,-3.240000248
-0.5460000038,9.183000565,-3.253950119
-0.46905002,9.222000122,-3.214950085
-0.5460000038,9.183000565,-3.109950066
-0.5839500427,9.259950638,-2.910000086
-0.5460000038,9.145050049,-2.995050192
-0.5460000038,9.183000565,-3.088950157
-0.5080500245,9.222000122,-3.067950249
-0.5460000038,9.183000565,-3.007950068
-0.5460000038,9.183000565,-2.755950212
-0.46905002,9.29805088,-2.45505023
-0.5460000038,9.183000565,-2.299050093
-0.5460000038,9.222000122,-2.356950045
-0.5839500427,9.183000565,-2.218050003
-0.5460000038,9.145050049,-2.464050055
-0.5839500427,9.222000122,-2.607000113
-0.5839500427,9.29805088,-2.661000013
-0.5460000038,9.183000565,-2.69295001
-0.46905002,9.145050049,-2.66505003
-0.5839500427,9.183000565,-2.712000132
-0.5839500427,9.183000565,-2.69295001
-0.46905002,9.183000565,-2.736000061
-0.5460000038,9.10695076,-2.712000132
-0.5460000038,9.145050049,-2.599950075
-0.5460000038,9.145050049,-2.631000042
-0.6990000606,9.259950638,-2.691000223
-0.5839500427,9.259950638,-2.668950081
-0.5839500427,9.145050049,-2.66595006
-0.5839500427,9.145050049,-2.626050234
-0.5460000038,9.183000565,-2.647950172
-0.5080500245,9.183000565,-2.680050135
-0.6229500175,9.145050049,-2.638050079
-0.5460000038,9.222000122,-2.607000113
-0.6610500216,9.145050049,-2.640000105
-0.5839500427,9.259950638,-2.65500021
-0.5460000038,9.183000565,-2.509950161
-0.6610500216,9.145050049,-2.445000172
-0.5839500427,9.183000565,-2.581950188
-0.5839500427,9.10695076,-2.632950068
-0.5460000038,9.183000565,-2.647950172
-0.5839500427,9.145050049,-2.629950047
-0.5839500427,9.183000565,-2.689950228
-0.5460000038,9.222000122,-2.826000214
-0.5080500245,9.10695076,-2.806050062
-0.6229500175,9.145050049,-3.352950096
-0.5460000038,9.10695076,-3.414000273
-0.4309500158,9.183000565,-3.388950109
-0.5839500427,9.222000122,-3.241950035
-0.5839500427,9.222000122,-3.046950102
-0.5460000038,9.183000565,-3.096000195
-0.5080500245,9.259950638,-2.991000175
-0.5839500427,9.259950638,-2.956050158
-0.5839500427,9.145050049,-3.010950089
-0.6229500175,9.145050049,-3.037950039
-0.5080500245,9.222000122,-2.944050074
-0.5460000038,9.259950638,-2.968050241
-0.5460000038,9.259950638,-2.899050236
-0.46905002,9.259950638,-2.827050209
-0.5080500245,9.259950638,-2.745000124
-0.5080500245,9.145050049,-2.311950207
-0.5080500245,9.259950638,-2.584050179
-0.5080500245,9.030000687,-2.691000223
-0.6610500216,9.222000122,-2.634000063
-0.6610500216,9.145050049,-2.631000042
-0.6229500175,9.10695076,-2.644050121
-0.5839500427,9.183000565,-2.703000069
-0.46905002,9.222000122,-2.670000076
-0.5460000038,9.183000565,-2.683950186
-0.6229500175,9.10695076,-2.674050093
-0.5839500427,9.183000565,-2.704950094
-0.5839500427,9.145050049,-2.769000053
-0.6610500216,9.183000565,-2.817000151
-0.6610500216,9.29805088,-2.817000151
-0.5460000038,9.10695076,-2.950050116
-0.46905002,9.259950638,-2.869050026
-0.5460000038,9.145050049,-2.965950251
-0.5839500427,9.145050049,-2.9620502
-0.6229500175,9.183000565,-3.190050125
-0.5460000038,9.183000565,-3.061050177
-0.5460000038,9.183000565,-2.995950222
-0.5839500427,9.145050049,-3.223050117
-0.5460000038,9.259950638,-3.186000109
-0.5839500427,9.183000565,-3.241950035
-0.5460000038,9.145050049,-3.258000135
-0.5460000038,9.10695076,-3.322950125
-0.5460000038,9.222000122,-3.177000046
-0.46905002,9.259950638,-3.082050085
-0.5460000038,9.337050438,-3.106950045
-0.5839500427,9.183000565,-2.853000164
-0.5839500427,9.10695076,-2.7739501
-0.5460000038,9.183000565,-2.874000072
-0.5460000038,9.183000565,-2.884050131
-0.46905002,9.183000565,-2.950950146
-0.5839500427,9.29805088,-2.940000057
-0.6990000606,9.183000565,-2.817000151
-0.46905002,9.183000565,-2.853000164
-0.5839500427,9.145050049,-2.863950253
-0.5460000038,9.183000565,-2.832000017
-0.5460000038,9.10695076,-2.902050257
-0.5080500245,9.145050049,-2.964000225
-0.5460000038,9.067950249,-3.207000256
-0.6229500175,9.145050049,-3.17595005
-0.5839500427,9.222000122,-3.23205018
-0.5460000038,9.259950638,-3.072000027
-0.5460000038,9.222000122,-3.034950256
-0.46905002,9.145050049,-3.123000145
-0.6229500175,9.222000122,-3.12195015
-0.5460000038,9.183000565,-3.193950176
-0.5839500427,9.183000565,-3.20505023
-0.6610500216,9.259950638,-3.157950163
-0.5460000038,9.183000565,-3.09705019
-0.46905002,9.145050049,-3.22995019
-0.5839500427,9.29805088,-3.214050055
-0.5839500427,9.145050049,-3.187950134
-0.5839500427,9.222000122,-3.27300024
-0.4309500158,9.145050049,-3.342000246
-0.5080500245,9.183000565,-3.376050234
-0.6610500216,9.222000122,-3.343950272
-0.6229500175,9.183000565,-3.307050228
-0.5839500427,9.222000122,-3.192000151
-0.6990000606,9.145050049,-3.1489501
-0.5460000038,9.183000565,-3.172050238
-0.5460000038,9.29805088,-3.178950071
-0.6229500175,9.145050049,-3.049050093
-0.5460000038,9.259950638,-2.827950239
-0.46905002,9.183000565,-2.90805006
-0.5839500427,9.145050049,-2.817000151
-0.5839500427,9.183000565,-2.80005002
-0.46905002,9.183000565,-2.713050127
-0.5839500427,9.183000565,-2.727000237
-0.5080500245,9.183000565,-2.602950096
-0.5460000038,9.222000122,-2.755050182
-0.5839500427,9.183000565,-2.701050043
-0.5080500245,9.259950638,-2.111999989
-0.5839500427,9.222000122,-2.164050102
-0.5460000038,9.145050049,-2.401950121
-0.46905002,9.145050049,-2.560950041
-0.5460000038,9.183000565,-2.580000162
-0.5460000038,9.183000565,-2.622000217
-0.5839500427,9.29805088,-2.583000183
-0.5080500245,9.259950638,-2.584950209
-0.5080500245,9.259950638,-2.656050205
-0.5460000038,9.222000122,-2.523000002
-0.5839500427,9.183000565,-2.508000135
-0.5460000038,9.10695076,-2.527950048
-0.5460000038,9.259950638,-2.544000149
-0.5839500427,9.259950638,-2.3989501
-0.5839500427,9.145050049,-2.482950211
-0.5460000038,9.259950638,-2.461050034
-0.5080500245,9.222000122,-2.392950058
-0.5460000038,9.183000565,-2.269050121
-0.5839500427,9.10695076,-2.359950066
-0.6229500175,9.183000565,-2.350950003
-0.6229500175,9.183000565,-2.470950127
-0.5460000038,9.259950638,-2.452050209
-0.5460000038,9.183000565,-2.434050083
-0.5839500427,9.10695076,-2.554050207
-0.5460000038,9.259950638,-2.47995019
-0.5839500427,9.222000122,-2.494950056
-0.5839500427,9.183000565,-2.45505023
-0.6229500175,9.10695076,-2.530050039
-0.5080500245,9.145050049,-2.536050081
-0.6229500175,9.145050049,-2.542050123
-0.5839500427,9.259950638,-2.611950159
-0.5839500427,9.183000565,-2.554950237
-0.5839500427,9.183000565,-2.680950165
-0.5460000038,9.222000122,-2.806050062
-0.5460000038,9.145050049,-2.818950176
-0.5460000038,9.145050049,-2.713050127
-0.5839500427,9.145050049,-3.105000257
-0.5839500427,9.222000122,-3.109950066
-0.5460000038,9.222000122,-3.10800004
-0.5839500427,9.222000122,-2.977050066
-0.5460000038,9.145050049,-2.889000177
-0.5460000038,9.10695076,-3.163050175
-0.5839500427,9.222000122,-3.18900013
-0.5080500245,9.222000122,-3.069000244
-0.5839500427,9.222000122,-2.959050179
-0.5080500245,9.183000565,-2.895000219
-0.5460000038,9.145050049,-2.824950218
-0.5460000038,9.183000565,-2.758950233
-0.5460000038,9.183000565,-2.785050154
-0.5839500427,9.222000122,-2.811000109
-0.46905002,9.183000565,-2.683950186
-0.5839500427,9.183000565,-2.607000113
-0.5460000038,9.145050049,-2.739000082
-0.5839500427,9.222000122,-2.679000139
-0.46905002,9.10695076,-2.652000189
-0.5839500427,9.222000122,-2.718000174
-0.6229500175,9.10695076,-2.775000095
-0.6610500216,9.259950638,-2.830950022
-0.6229500175,9.145050049,-2.970000029
-0.5460000038,9.145050049,-2.959050179
-0.5460000038,9.222000122,-2.934000254
-0.5460000038,9.259950638,-2.893950224
-0.5460000038,9.183000565,-2.934000254
-0.5460000038,9.222000122,-2.916000128
-0.5839500427,9.145050049,-2.928000212
-0.5460000038,9.183000565,-2.976000071
-0.5839500427,9.145050049,-3.022950172
-0.5839500427,9.183000565,-3.106950045
-0.5839500427,9.222000122,-3.04095006
-0.5460000038,9.222000122,-2.9620502
-0.5839500427,9.222000122,-2.944050074
-0.5460000038,9.222000122,-2.967000246
-0.5460000038,9.222000122,-3.022050142
-0.5080500245,9.183000565,-2.952000141
-0.46905002,9.183000565,-2.916000128
-0.5460000038,9.222000122,-2.793000221
-0.5839500427,9.222000122,-2.847000122
-0.5839500427,9.29805088,-2.860050201
-0.5460000038,9.222000122,-2.740950108
-0.5460000038,9.183000565,-2.710950136
-0.5460000038,9.183000565,-2.68200016
-0.6229500175,9.183000565,-2.617950201
-0.5080500245,9.29805088,-2.674950123
-0.5839500427,9.259950638,-2.50695014
-0.46905002,9.145050049,-2.535000086
-0.6610500216,9.222000122,-2.530950069
-0.5839500427,9.145050049,-2.470050097
-0.5080500245,9.145050049,-2.518950224
-0.5839500427,9.222000122,-2.568000078
-0.5839500427,9.222000122,-2.512050152
-0.5839500427,9.222000122,-2.509950161
-0.5460000038,9.222000122,-2.530050039
-0.46905002,9.067950249,-2.599050045
-0.5839500427,9.259950638,-2.599050045
-0.5460000038,9.145050049,-2.599950075
-0.6610500216,9.145050049,-2.55795002
-0.5839500427,9.183000565,-2.517000198
-0.5839500427,9.222000122,-2.709000111
-0.5839500427,9.183000565,-3.000000238
-0.5460000038,9.259950638,-2.943000078
-0.6610500216,9.183000565,-2.943000078
-0.6229500175,9.183000565,-3.132000208
-0.6229500175,9.222000122,-3.181050062
-0.5839500427,9.145050049,-3.43200016
-0.4309500158,9.222000122,-3.5239501
-0.5460000038,9.222000122,-3.373950243
-0.5460000038,9.145050049,-3.492000103
-0.5839500427,9.259950638,-3.43200016
-0.5839500427,9.183000565,-3.498000145
-0.5839500427,9.259950638,-3.354000092
-0.5460000038,9.183000565,-3.412950277
-0.6610500216,9.222000122,-3.535950184
-0.5080500245,9.145050049,-3.468000174
-0.6610500216,9.222000122,-3.352950096
-0.6229500175,9.183000565,-3.346950054
-0.5839500427,9.222000122,-3.399000168
-0.5839500427,9.222000122,-3.274050236
-0.5460000038,9.183000565,-3.285000086
-0.5460000038,9.10695076,-3.448950052
-0.5839500427,9.259950638,-3.444000244
-0.5080500245,9.183000565,-3.34005022
-0.5460000038,9.145050049,-3.343050241
-0.6229500175,9.10695076,-3.408000231
-0.5839500427,9.145050049,-3.439950228
