Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
-0.6990000606,9.222000122,-2.859000206
-0.8520000577,9.145050049,-2.824050188
-0.7759500146,9.067950249,-2.899950027
-0.6229500175,9.145050049,-3.004050255
-0.7380000353,9.259950638,-2.904000044
-0.6229500175,9.259950638,-2.845950127
-0.8140500188,9.10695076,-2.625000238
-0.7759500146,9.030000687,-2.497950077
-0.6229500175,9.222000122,-2.571000099
-0.6229500175,9.259950638,-2.517000198
-0.6229500175,9.259950638,-2.3989501
-0.6990000606,9.183000565,-2.49000001
-0.8520000577,9.145050049,-2.350050211
-0.6990000606,9.10695076,-2.509950161
-0.6990000606,9.259950638,-2.572950125
-0.6990000606,9.222000122,-2.313000202
-0.7759500146,9.10695076,-2.488950014
-0.7380000353,9.145050049,-2.508000135
-0.7380000353,9.067950249,-2.443950176
-0.6990000606,9.259950638,-2.632950068
-0.6990000606,9.259950638,-2.500050068
-0.5839500427,9.259950638,-2.497950077
-0.7759500146,9.222000122,-2.512950182
-0.8520000577,9.10695076,-2.529000044
-0.6229500175,9.067950249,-2.583000183
-0.7759500146,9.259950638,-2.568000078
-0.6229500175,9.222000122,-2.523000002
-0.8140500188,9.222000122,-2.338050127
-0.8520000577,9.145050049,-2.430000067
-0.6610500216,9.222000122,-2.409000158
-0.7380000353,9.259950638,-2.4150002
-0.8520000577,9.259950638,-2.293950081
-0.6229500175,9.145050049,-2.304000139
-0.8520000577,9.10695076,-2.47995019
-0.7380000353,9.183000565,-2.392950058
-0.6610500216,9.183000565,-2.515950203
-0.6990000606,9.222000122,-2.494950056
-0.5839500427,9.222000122,-2.497050047
-0.7759500146,9.183000565,-2.487000227
-0.7759500146,9.10695076,-2.583000183
-0.6990000606,9.183000565,-2.820000172
-0.6990000606,9.337050438,-2.817000151
-0.6229500175,9.259950638,-2.599050045
-0.7380000353,9.183000565,-2.604000092
-0.9289500713,9.145050049,-2.596950054
-0.6610500216,9.145050049,-2.637000084
-0.7380000353,9.259950638,-2.704950094
-0.7380000353,9.145050049,-2.589000225
-0.6229500175,9.222000122,-2.5870502
-0.8140500188,9.145050049,-2.620050192
-0.6229500175,9.067950249,-2.755950212
-0.6229500175,9.259950638,-2.770950079
-0.7759500146,9.222000122,-2.713950157
-0.7380000353,9.10695076,-2.700000048
-0.8140500188,9.067950249,-2.72205019
-0.8140500188,9.10695076,-2.964000225
-0.6990000606,9.145050049,-3.169050217
-0.6990000606,9.259950638,-2.860950232
-0.7380000353,9.145050049,-2.823000193
-0.9289500713,9.183000565,-2.770050049
-0.7380000353,8.992050171,-2.911950111
-0.6229500175,9.145050049,-3.133950233
-0.6990000606,9.222000122,-3.048000097
-0.7380000353,9.222000122,-2.952000141
-0.6229500175,9.222000122,-2.85705018
-0.8520000577,9.183000565,-2.88105011
-0.7759500146,9.145050049,-2.910000086
-0.7380000353,9.067950249,-2.959050179
-0.8140500188,9.259950638,-2.88195014
-0.6229500175,9.183000565,-2.860950232
-0.8140500188,9.222000122,-2.883000135
-0.8520000577,9.183000565,-2.839050055
-0.5839500427,9.067950249,-2.985000134
-0.7380000353,9.29805088,-2.946000099
-0.8140500188,9.29805088,-2.938950062
-0.6229500175,9.145050049,-2.794050217
-0.8910000324,9.145050049,-2.766000032
-0.6990000606,9.10695076,-2.85705018
-0.7759500146,9.259950638,-2.878950119
-0.7759500146,9.375,-2.785050154
-0.6229500175,9.10695076,-2.761050224
-0.8520000577,9.222000122,-2.59005022
-0.8520000577,9.10695076,-2.605950117
-0.6229500175,9.10695076,-2.686050177
-0.6990000606,9.259950638,-2.643000126
-0.8520000577,9.29805088,-2.472000122
-0.7380000353,9.259950638,-2.377050161
-0.8910000324,9.183000565,-2.18204999
-0.7759500146,9.145050049,-2.230050087
-0.7380000353,9.145050049,-2.428050041
-0.5839500427,9.145050049,-2.476050138
-0.5839500427,9.145050049,-2.431050062
-0.46905002,9.183000565,-2.671950102
-0.4309500158,8.914950371,-3.043950081
-0.7759500146,9.10695076,-3.550050259
-1.120950103,9.29805088,-3.49695015
-1.197000027,9.29805088,-3.250050068
-0.9670500755,9.145050049,-2.895000219
-0.9289500713,9.145050049,-2.818050146
-1.006049991,9.29805088,-2.72205019
-1.04400003,9.222000122,-2.593050241
-0.8520000577,9.067950249,-2.685000181
-1.081950068,9.067950249,-2.917950153
-0.7759500146,9.067950249,-3.345000267
-0.5460000038,8.877000809,-3.637950182
-0.8140500188,9.337050438,-3.78000021
