Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
-6.484050274,-1.04400003,7.288050175
-6.522000313,-1.006049991,7.254000187
-6.559950352,-1.04400003,7.267950535
-6.559950352,-1.04400003,7.255050182
-6.406950474,-0.9289500713,7.291050434
-6.484050274,-1.04400003,7.297950268
-6.484050274,-1.120950103,7.284000397
-6.522000313,-1.197000027,7.275000572
-6.484050274,-1.006049991,7.317000389
-6.522000313,-1.120950103,7.291050434
-6.522000313,-1.04400003,7.245000362
-6.406950474,-1.04400003,7.285050392
-6.484050274,-1.006049991,7.305000305
-6.522000313,-1.006049991,7.339050293
-6.559950352,-1.04400003,7.261950493
-6.522000313,-1.006049991,7.266000271
-6.484050274,-1.081950068,7.276050568
-6.522000313,-1.04400003,7.318050385
-6.598950386,-1.006049991,7.341000557
-6.522000313,-0.9679500461,7.267950535
-6.559950352,-1.120950103,7.290000439
-6.559950352,-1.04400003,7.282950401
-6.406950474,-1.006049991,7.288050175
-6.559950352,-1.120950103,7.299000263
-6.559950352,-1.006049991,7.297050476
-6.598950386,-1.006049991,7.33395052
-6.559950352,-1.081950068,7.276050568
-6.522000313,-1.081950068,7.335000515
-6.559950352,-1.006049991,7.33605051
-6.484050274,-1.04400003,7.324950218
-6.484050274,-1.04400003,7.261050224
-6.522000313,-1.120950103,7.297950268
-6.522000313,-1.081950068,7.335000515
-6.522000313,-1.120950103,7.339950562
-6.559950352,-1.006049991,7.33395052
-6.44505024,-1.081950068,7.336950302
-6.484050274,-1.081950068,7.318950176
-6.522000313,-1.04400003,7.321050167
-6.522000313,-1.006049991,7.276950359
-6.522000313,-0.9679500461,7.278000355
-6.522000313,-1.006049991,7.348050117
-6.484050274,-1.120950103,7.285050392
-6.484050274,-1.120950103,7.348950386
-6.484050274,-1.04400003,7.351050377
-6.484050274,-0.9679500461,7.356000423
-6.559950352,-1.159050107,7.321050167
-6.637050152,-1.159050107,7.308000565
-6.406950474,-1.081950068,7.327950478
-6.484050274,-1.006049991,7.309950352
-6.406950474,-1.006049991,7.275000572
-6.44505024,-1.04400003,7.308000565
-6.406950474,-1.04400003,7.306950569
-6.522000313,-1.159050107,7.309950352
-6.559950352,-1.081950068,7.300950527
-6.522000313,-1.081950068,7.279950142
-6.484050274,-1.081950068,7.324950218
-6.406950474,-1.04400003,7.369950294
-6.484050274,-1.04400003,7.311000347
-6.559950352,-1.04400003,7.288950443
-6.484050274,-1.006049991,7.284000397
-6.484050274,-1.120950103,7.360050201
-6.522000313,-1.006049991,7.342950344
